CountryCode,iyear,nkill,nattacks
DZA,1976,0.0,1
DZA,1978,0.0,1
DZA,1979,0.0,1
DZA,1990,3.0,2
DZA,1991,42.0,30
DZA,1992,236.0,215
DZA,1994,500.0,227
DZA,1995,418.0,185
DZA,1996,529.0,129
DZA,1997,4266.0,344
DZA,1998,952.0,151
DZA,1999,467.0,106
DZA,2000,528.0,138
DZA,2001,624.0,113
DZA,2002,615.0,132
DZA,2003,269.0,75
DZA,2004,166.0,67
DZA,2005,228.0,104
DZA,2006,185.0,152
DZA,2007,241.0,124
DZA,2008,249.0,107
DZA,2009,204.0,108
DZA,2010,109.0,100
DZA,2011,25.0,15
DZA,2012,30.0,41
DZA,2013,101.0,22
DZA,2014,37.0,13
DZA,2015,20.0,15
DZA,2016,9.0,9
DZA,2017,12.0,14
DZA,2018,19.0,7
ECU,1973,0.0,1
ECU,1974,0.0,3
ECU,1976,1.0,2
ECU,1977,1.0,7
ECU,1978,2.0,11
ECU,1979,0.0,2
ECU,1980,2.0,2
ECU,1981,2.0,2
ECU,1982,1.0,3
ECU,1983,0.0,10
ECU,1984,1.0,24
ECU,1985,4.0,12
ECU,1986,13.0,8
ECU,1987,0.0,6
ECU,1988,4.0,9
ECU,1989,9.0,14
ECU,1990,3.0,8
ECU,1991,0.0,17
ECU,1992,2.0,23
ECU,1994,0.0,6
ECU,1995,4.0,6
ECU,1996,2.0,5
ECU,1997,1.0,4
ECU,1998,0.0,3
ECU,1999,0.0,2
ECU,2000,0.0,4
ECU,2001,0.0,5
ECU,2002,0.0,2
ECU,2003,0.0,4
ECU,2004,0.0,2
ECU,2008,0.0,2
ECU,2009,0.0,1
ECU,2011,0.0,1
ECU,2012,0.0,1
ECU,2013,1.0,2
ECU,2015,0.0,1
ECU,2016,1.0,6
ECU,2017,0.0,3
ECU,2018,10.0,11
ECU,2019,2.0,3
EGY,1970,0.0,1
EGY,1971,1.0,1
EGY,1972,0.0,1
EGY,1977,1.0,1
EGY,1978,2.0,2
EGY,1979,1.0,1
EGY,1980,1.0,5
EGY,1981,67.0,9
EGY,1982,0.0,1
EGY,1985,2.0,2
EGY,1986,12.0,4
EGY,1987,1.0,7
EGY,1988,1.0,9
EGY,1989,1.0,7
EGY,1990,21.0,13
EGY,1991,8.0,10
EGY,1992,49.0,79
EGY,1994,173.0,143
EGY,1995,134.0,102
EGY,1996,97.0,51
EGY,1997,165.0,22
EGY,1998,9.0,3
EGY,1999,1.0,1
EGY,2004,37.0,3
EGY,2005,92.0,2
EGY,2006,19.0,5
EGY,2008,0.0,1
EGY,2009,1.0,2
EGY,2010,0.0,2
EGY,2011,28.0,18
EGY,2012,44.0,49
EGY,2013,243.0,321
EGY,2014,343.0,354
EGY,2015,829.0,647
EGY,2016,609.0,376
EGY,2017,878.0,225
EGY,2018,98.0,54
EGY,2019,152.0,63
ERI,1995,0.0,2
ERI,1996,6.0,1
ERI,2007,0.0,2
ERI,2008,4.0,2
ERI,2009,2.0,1
ERI,2010,17.0,1
ERI,2011,17.0,1
ESH,1978,0.0,1
ESH,1984,0.0,1
ESH,1986,1.0,1
ESH,1992,0.0,1
ESH,2007,0.0,1
ESH,2018,0.0,2
ESP,1970,0.0,4
ESP,1971,0.0,22
ESP,1972,2.0,19
ESP,1973,6.0,21
ESP,1974,19.0,14
ESP,1975,31.0,136
ESP,1976,17.0,50
ESP,1977,44.0,147
ESP,1978,84.0,209
ESP,1979,112.0,279
ESP,1980,116.0,187
ESP,1981,39.0,107
ESP,1982,42.0,146
ESP,1983,42.0,122
ESP,1984,51.0,143
ESP,1985,67.0,114
ESP,1986,57.0,125
ESP,1987,68.0,104
ESP,1988,25.0,151
ESP,1989,29.0,142
ESP,1990,32.0,113
ESP,1991,46.0,89
ESP,1992,29.0,72
ESP,1994,17.0,55
ESP,1995,18.0,44
ESP,1996,5.0,63
ESP,1997,11.0,86
ESP,1998,6.0,17
ESP,1999,0.0,47
ESP,2000,29.0,112
ESP,2001,14.0,79
ESP,2002,5.0,41
ESP,2003,3.0,21
ESP,2004,193.0,31
ESP,2005,0.0,24
ESP,2006,2.0,23
ESP,2007,0.0,11
ESP,2008,3.0,37
ESP,2009,3.0,21
ESP,2010,0.0,3
ESP,2012,0.0,1
ESP,2013,0.0,5
ESP,2014,0.0,4
ESP,2015,0.0,1
ESP,2016,0.0,3
ESP,2017,21.0,4
ESP,2018,1.0,2
ESP,2019,0.0,4
EST,1992,0.0,2
EST,1994,0.0,6
EST,1995,0.0,2
EST,1996,1.0,1
EST,1999,0.0,1
EST,2001,1.0,1
EST,2011,1.0,1
EST,2015,0.0,1
ETH,1970,1.0,3
ETH,1971,0.0,1
ETH,1973,0.0,1
ETH,1974,3.0,4
ETH,1975,0.0,4
ETH,1976,0.0,5
ETH,1977,5.0,4
ETH,1978,25.0,2
ETH,1979,101.0,4
ETH,1983,0.0,3
ETH,1984,200.0,1
ETH,1985,0.0,1
ETH,1986,40.0,1
ETH,1987,0.0,1
ETH,1988,0.0,2
ETH,1989,1.0,1
ETH,1990,17.0,10
ETH,1991,161.0,5
ETH,1992,330.0,13
ETH,1994,6.0,4
ETH,1995,5.0,5
ETH,1996,133.0,7
ETH,1997,8.0,6
ETH,1999,2.0,2
ETH,2000,3.0,1
ETH,2002,1.0,3
ETH,2003,2.0,1
ETH,2004,1.0,2
ETH,2005,9.0,5
ETH,2006,12.0,11
ETH,2007,204.0,5
ETH,2008,27.0,8
ETH,2009,13.0,2
ETH,2010,8.0,2
ETH,2011,2.0,3
ETH,2012,25.0,3
ETH,2013,17.0,5
ETH,2014,9.0,2
ETH,2015,48.0,7
ETH,2016,279.0,13
ETH,2017,69.0,28
ETH,2018,25.0,10
ETH,2019,83.0,26
FIN,1986,0.0,1
FIN,1992,0.0,1
FIN,1994,0.0,1
FIN,1995,0.0,1
FIN,2007,9.0,1
FIN,2008,0.0,1
FIN,2015,0.0,9
FIN,2016,0.0,3
FIN,2017,2.0,2
FIN,2018,0.0,1
FIN,2019,1.0,3
FJI,1987,0.0,3
FJI,1989,0.0,2
FJI,1991,0.0,3
FJI,1992,1.0,1
FJI,1999,0.0,3
FJI,2000,7.0,4
FJI,2001,0.0,1
FLK,1983,0.0,1
FRA,1972,1.0,11
FRA,1973,5.0,14
FRA,1974,3.0,29
FRA,1975,3.0,39
FRA,1976,7.0,58
FRA,1977,3.0,53
FRA,1978,21.0,59
FRA,1979,11.0,212
FRA,1980,20.0,94
FRA,1981,8.0,66
FRA,1982,17.0,62
FRA,1983,20.0,121
FRA,1984,15.0,145
FRA,1985,17.0,105
FRA,1986,25.0,95
FRA,1987,5.0,87
FRA,1988,6.0,54
FRA,1989,3.0,25
FRA,1990,3.0,30
FRA,1991,6.0,137
FRA,1992,9.0,126
FRA,1994,7.0,97
FRA,1995,19.0,71
FRA,1996,18.0,270
FRA,1997,0.0,130
FRA,1998,1.0,12
FRA,1999,0.0,46
FRA,2000,4.0,28
FRA,2001,0.0,21
FRA,2002,0.0,32
FRA,2003,0.0,34
FRA,2004,0.0,11
FRA,2005,0.0,33
FRA,2006,1.0,34
FRA,2007,3.0,16
FRA,2008,0.0,13
FRA,2009,0.0,9
FRA,2010,0.0,3
FRA,2011,0.0,8
FRA,2012,8.0,66
FRA,2013,0.0,18
FRA,2014,1.0,14
FRA,2015,162.0,38
FRA,2016,94.0,25
FRA,2017,7.0,42
FRA,2018,13.0,13
FRA,2019,8.0,20
GAB,1979,2.0,1
GAB,1994,0.0,1
GAB,1996,0.0,1
GAB,1997,4.0,1
GAB,2017,0.0,4
GAB,2019,2.0,1
GBR,1970,20.0,12
GBR,1971,110.0,81
GBR,1972,368.0,292
GBR,1973,210.0,189
GBR,1974,235.0,203
GBR,1975,245.0,194
GBR,1976,264.0,194
GBR,1977,103.0,140
GBR,1978,81.0,100
GBR,1979,133.0,239
GBR,1980,78.0,134
GBR,1981,86.0,142
GBR,1982,95.0,95
GBR,1983,77.0,177
GBR,1984,69.0,145
GBR,1985,64.0,67
GBR,1986,63.0,95
GBR,1987,104.0,117
GBR,1988,370.0,180
GBR,1989,66.0,163
GBR,1990,76.0,147
GBR,1991,88.0,262
GBR,1992,97.0,274
GBR,1994,66.0,256
GBR,1995,11.0,22
GBR,1996,14.0,36
GBR,1997,23.0,78
GBR,1998,46.0,63
GBR,1999,8.0,76
GBR,2000,7.0,61
GBR,2001,8.0,94
GBR,2002,2.0,21
GBR,2003,2.0,23
GBR,2004,0.0,5
GBR,2005,57.0,29
GBR,2006,0.0,6
GBR,2007,4.0,24
GBR,2008,0.0,39
GBR,2009,3.0,23
GBR,2010,0.0,57
GBR,2011,1.0,47
GBR,2012,2.0,54
GBR,2013,4.0,136
GBR,2014,1.0,104
GBR,2015,1.0,114
GBR,2016,9.0,104
GBR,2017,42.0,123
GBR,2018,2.0,101
GBR,2019,5.0,86
GEO,1991,2.0,3
GEO,1992,109.0,39
GEO,1994,29.0,18
GEO,1995,14.0,17
GEO,1996,2.0,3
GEO,1997,35.0,6
GEO,1998,32.0,12
GEO,1999,5.0,7
GEO,2000,3.0,7
GEO,2001,6.0,4
GEO,2002,1.0,2
GEO,2003,0.0,6
GEO,2004,0.0,3
GEO,2005,8.0,6
GEO,2006,5.0,3
GEO,2008,13.0,33
GEO,2009,5.0,25
GEO,2010,4.0,7
GEO,2011,1.0,3
GEO,2012,1.0,3
GEO,2013,2.0,2
GEO,2014,0.0,2
GEO,2015,0.0,1
GEO,2016,1.0,4
GEO,2017,0.0,1
GEO,2018,1.0,1
GHA,1987,0.0,1
GHA,1992,0.0,8
GHA,1994,13.0,4
GHA,1995,2.0,1
GHA,1996,3.0,2
GHA,1997,1.0,1
GHA,2014,0.0,1
GHA,2016,0.0,1
GHA,2018,2.0,2
GHA,2019,2.0,3
GIN,1980,1.0,2
GIN,1992,0.0,2
GIN,1994,2.0,2
GIN,1996,2.0,1
GIN,2000,206.0,12
GIN,2005,0.0,1
GIN,2013,0.0,2
GIN,2015,1.0,2
GIN,2016,1.0,1
GIN,2018,1.0,2
GLP,1980,1.0,9
GLP,1981,0.0,1
GLP,1983,0.0,17
GLP,1984,4.0,14
GLP,1985,2.0,9
GLP,1986,0.0,1
GLP,1988,0.0,4
GLP,1991,1.0,1
GMB,1994,13.0,1
GMB,1995,0.0,1
GMB,2000,0.0,1
GNB,2001,0.0,1
GNB,2003,1.0,1
GNB,2005,3.0,4
GNB,2006,11.0,1
GNB,2009,1.0,1
GNB,2012,1.0,1
GNQ,1992,1.0,1
GNQ,2009,1.0,1
GRC,1970,2.0,3
GRC,1971,0.0,1
GRC,1972,0.0,2
GRC,1973,5.0,11
GRC,1974,92.0,6
GRC,1975,1.0,4
GRC,1976,14.0,21
GRC,1977,1.0,47
GRC,1978,0.0,39
GRC,1979,1.0,9
GRC,1980,5.0,15
GRC,1981,3.0,20
GRC,1982,2.0,19
GRC,1983,4.0,11
GRC,1984,5.0,28
GRC,1985,64.0,35
GRC,1986,6.0,41
GRC,1987,2.0,26
GRC,1988,14.0,38
GRC,1989,4.0,50
GRC,1990,2.0,55
GRC,1991,15.0,57
GRC,1992,2.0,35
GRC,1994,3.0,42
GRC,1995,0.0,8
GRC,1996,0.0,20
GRC,1997,1.0,21
GRC,1998,0.0,28
GRC,1999,1.0,35
GRC,2000,1.0,28
GRC,2001,0.0,14
GRC,2002,0.0,10
GRC,2003,0.0,12
GRC,2004,0.0,4
GRC,2005,0.0,6
GRC,2006,0.0,23
GRC,2007,0.0,15
GRC,2008,0.0,53
GRC,2009,1.0,115
GRC,2010,4.0,49
GRC,2011,0.0,11
GRC,2012,1.0,23
GRC,2013,4.0,55
GRC,2014,0.0,27
GRC,2015,1.0,30
GRC,2016,0.0,30
GRC,2017,0.0,44
GRC,2018,3.0,26
GRC,2019,0.0,32
GRD,1980,9.0,4
GRD,1983,0.0,1
GTM,1970,2.0,4
GTM,1971,0.0,1
GTM,1974,0.0,1
GTM,1975,23.0,5
GTM,1976,8.0,13
GTM,1977,6.0,8
GTM,1978,35.0,29
GTM,1979,53.0,60
GTM,1980,528.0,281
GTM,1981,1381.0,399
GTM,1982,1562.0,354
GTM,1983,530.0,117
GTM,1984,171.0,74
GTM,1985,137.0,63
GTM,1986,54.0,31
GTM,1987,211.0,56
GTM,1988,135.0,29
GTM,1989,43.0,79
GTM,1990,68.0,83
GTM,1991,73.0,77
GTM,1992,28.0,48
GTM,1994,22.0,84
GTM,1995,40.0,82
GTM,1996,14.0,26
GTM,1997,22.0,26
GTM,1999,3.0,1
GTM,2000,2.0,1
GTM,2001,1.0,2
GTM,2003,1.0,3
GTM,2004,3.0,2
GTM,2006,5.0,4
GTM,2012,2.0,1
GTM,2013,4.0,6
GTM,2018,0.0,2
GUF,1983,1.0,3
GUF,1996,0.0,2
GUF,1997,0.0,2
GUY,1978,5.0,1
GUY,1979,1.0,2
GUY,1980,1.0,1
GUY,1981,1.0,1
GUY,1990,0.0,5
GUY,1992,0.0,4
GUY,1997,0.0,1
GUY,1998,0.0,2
GUY,2001,0.0,1
GUY,2002,4.0,1
GUY,2003,0.0,1
GUY,2006,6.0,2
GUY,2008,23.0,3
GUY,2016,0.0,1
GUY,2019,0.0,1
HKG,1980,0.0,1
HKG,1981,0.0,3
HKG,1989,0.0,1
HKG,1990,0.0,1
HKG,1991,0.0,1
HKG,1992,1.0,6
HKG,1994,3.0,4
HKG,1995,0.0,1
HKG,1996,0.0,3
HKG,2000,0.0,2
HKG,2001,0.0,1
HKG,2005,0.0,1
HKG,2008,0.0,1
HND,1973,0.0,1
HND,1979,1.0,6
HND,1980,6.0,16
HND,1981,7.0,17
HND,1982,24.0,34
HND,1983,75.0,29
HND,1984,5.0,12
HND,1985,7.0,9
HND,1986,10.0,8
HND,1987,21.0,20
HND,1988,32.0,21
HND,1989,9.0,29
HND,1990,3.0,13
HND,1991,18.0,21
HND,1992,5.0,12
HND,1994,10.0,6
HND,1995,8.0,12
HND,1996,11.0,19
HND,1997,14.0,22
HND,2002,0.0,1
HND,2004,28.0,1
HND,2009,2.0,8
HND,2011,2.0,1
HND,2013,5.0,2
HND,2014,0.0,1
HND,2016,2.0,1
HND,2017,2.0,1
HND,2019,4.0,5
HRV,1991,237.0,26
HRV,1992,2.0,4
HRV,1994,3.0,4
HRV,1995,1.0,1
HRV,1996,0.0,3
HRV,1997,2.0,8
HRV,2000,3.0,2
HRV,2001,0.0,3
HRV,2005,0.0,1
HRV,2008,0.0,2
HRV,2009,0.0,1
HRV,2013,0.0,2
HTI,1973,0.0,1
HTI,1974,0.0,2
HTI,1983,5.0,6
HTI,1987,4.0,10
HTI,1988,3.0,6
HTI,1989,0.0,3
HTI,1990,13.0,3
HTI,1991,137.0,17
HTI,1992,18.0,27
HTI,1994,87.0,27
HTI,1995,16.0,34
HTI,1996,14.0,27
HTI,1997,9.0,16
HTI,1998,0.0,1
HTI,1999,3.0,5
HTI,2000,5.0,9
HTI,2001,0.0,5
HTI,2002,0.0,2
HTI,2003,4.0,5
HTI,2004,7.0,2
HTI,2005,1.0,1
HTI,2006,2.0,1
HTI,2007,1.0,2
HTI,2016,7.0,1
HTI,2018,0.0,5
HTI,2019,2.0,4
HUN,1989,0.0,1
HUN,1991,0.0,3
HUN,1992,0.0,1
HUN,1994,0.0,2
HUN,1996,0.0,13
HUN,1997,3.0,17
HUN,1998,0.0,2
HUN,2001,1.0,1
HUN,2008,0.0,2
HUN,2009,2.0,1
HUN,2014,0.0,1
HUN,2015,0.0,1
HUN,2016,0.0,1
HUN,2019,0.0,1
IDN,1977,1.0,1
IDN,1978,0.0,2
IDN,1981,4.0,1
IDN,1984,2.0,2
IDN,1985,7.0,2
IDN,1986,0.0,4
IDN,1989,85.0,2
IDN,1990,12.0,3
IDN,1991,21.0,7
IDN,1992,33.0,4
IDN,1994,1.0,5
IDN,1995,41.0,24
IDN,1996,30.0,65
IDN,1997,102.0,27
IDN,1998,9.0,3
IDN,1999,67.0,60
IDN,2000,146.0,101
IDN,2001,134.0,106
IDN,2002,246.0,43
IDN,2003,26.0,18
IDN,2004,42.0,17
IDN,2005,66.0,15
IDN,2006,6.0,10
IDN,2007,0.0,2
IDN,2008,0.0,13
IDN,2009,15.0,19
IDN,2010,0.0,4
IDN,2011,20.0,21
IDN,2012,15.0,39
IDN,2013,23.0,32
IDN,2014,20.0,35
IDN,2015,22.0,29
IDN,2016,22.0,19
IDN,2017,20.0,27
IDN,2018,71.0,43
IDN,2019,21.0,26
IND,1972,0.0,1
IND,1975,4.0,1
IND,1976,0.0,1
IND,1977,0.0,1
IND,1979,31.0,20
IND,1980,17.0,10
IND,1981,24.0,16
IND,1982,64.0,13
IND,1983,59.0,47
IND,1984,195.0,159
IND,1985,51.0,39
IND,1986,340.0,96
IND,1987,506.0,166
IND,1988,966.0,358
IND,1989,874.0,324
IND,1990,907.0,349
IND,1991,1113.0,339
IND,1992,1152.0,237
IND,1994,389.0,107
IND,1995,361.0,179
IND,1996,569.0,213
IND,1997,853.0,193
IND,1998,398.0,61
IND,1999,469.0,112
IND,2000,671.0,180
IND,2001,660.0,234
IND,2002,599.0,184
IND,2003,472.0,196
IND,2004,334.0,108
IND,2005,468.0,146
IND,2006,722.0,167
IND,2007,626.0,150
IND,2008,824.0,534
IND,2009,774.0,672
IND,2010,812.0,663
IND,2011,499.0,645
IND,2012,264.0,613
IND,2013,467.0,694
IND,2014,490.0,860
IND,2015,387.0,885
IND,2016,467.0,1026
IND,2017,465.0,967
IND,2018,412.0,888
IND,2019,311.0,623
INTRN,2002,1.0,1
IRL,1970,1.0,1
IRL,1971,1.0,1
IRL,1972,6.0,5
IRL,1973,4.0,3
IRL,1974,34.0,3
IRL,1975,7.0,7
IRL,1976,5.0,5
IRL,1977,2.0,3
IRL,1978,1.0,3
IRL,1979,9.0,8
IRL,1980,3.0,6
IRL,1981,2.0,5
IRL,1982,2.0,4
IRL,1983,5.0,4
IRL,1984,1.0,1
IRL,1985,2.0,2
IRL,1986,0.0,2
IRL,1987,6.0,24
IRL,1989,3.0,3
IRL,1990,0.0,2
IRL,1991,3.0,16
IRL,1992,0.0,7
IRL,1994,4.0,10
IRL,1995,1.0,3
IRL,1996,1.0,1
IRL,1997,0.0,4
IRL,1998,1.0,3
IRL,1999,0.0,3
IRL,2001,0.0,2
IRL,2003,0.0,1
IRL,2006,1.0,1
IRL,2007,0.0,1
IRL,2008,0.0,5
IRL,2010,0.0,4
IRL,2011,1.0,4
IRL,2012,0.0,29
IRL,2013,0.0,27
IRL,2014,0.0,33
IRL,2015,0.0,28
IRL,2016,2.0,15
IRL,2017,0.0,17
IRL,2018,0.0,5
IRL,2019,0.0,12
IRN,1970,0.0,5
IRN,1971,4.0,11
IRN,1972,1.0,15
IRN,1973,1.0,4
IRN,1974,1.0,11
IRN,1975,8.0,13
IRN,1976,5.0,4
IRN,1977,2.0,5
IRN,1978,447.0,27
IRN,1979,57.0,82
IRN,1980,55.0,67
IRN,1981,224.0,108
IRN,1982,139.0,26
IRN,1983,0.0,10
IRN,1984,29.0,17
IRN,1985,22.0,3
IRN,1986,39.0,6
IRN,1987,0.0,1
IRN,1988,18.0,6
IRN,1989,14.0,6
IRN,1990,10.0,11
IRN,1991,2.0,9
IRN,1992,9.0,16
IRN,1994,74.0,43
IRN,1995,0.0,8
IRN,1996,3.0,3
IRN,1998,6.0,5
IRN,1999,4.0,8
IRN,2000,5.0,15
IRN,2001,0.0,4
IRN,2003,0.0,2
IRN,2005,13.0,5
IRN,2006,48.0,14
IRN,2007,24.0,9
IRN,2008,26.0,8
IRN,2009,97.0,15
IRN,2010,115.0,14
IRN,2011,18.0,13
IRN,2012,12.0,5
IRN,2013,39.0,11
IRN,2014,13.0,9
IRN,2015,38.0,9
IRN,2016,12.0,10
IRN,2017,39.0,11
IRN,2018,66.0,13
IRN,2019,37.0,8
IRQ,1975,0.0,1
IRQ,1976,12.0,3
IRQ,1979,1.0,2
IRQ,1980,8.0,6
IRQ,1981,0.0,3
IRQ,1982,96.0,5
IRQ,1983,1.0,3
IRQ,1984,0.0,2
IRQ,1987,0.0,3
IRQ,1988,43.0,4
IRQ,1989,0.0,4
IRQ,1991,1.0,3
IRQ,1992,117.0,35
IRQ,1994,75.0,18
IRQ,1995,156.0,17
IRQ,1996,11.0,12
IRQ,1997,106.0,21
IRQ,1998,19.0,7
IRQ,1999,32.0,12
IRQ,2000,10.0,10
IRQ,2001,9.0,3
IRQ,2002,10.0,6
IRQ,2003,391.0,102
IRQ,2004,2171.0,323
IRQ,2005,3384.0,617
IRQ,2006,4612.0,837
IRQ,2007,6665.0,1045
IRQ,2008,2864.0,1106
IRQ,2009,2585.0,1137
IRQ,2010,2074.0,1179
IRQ,2011,1870.0,1308
IRQ,2012,2679.0,1435
IRQ,2013,7042.0,2852
IRQ,2014,13965.0,3934
IRQ,2015,8885.0,2751
IRQ,2016,12276.0,3395
IRQ,2017,6619.0,2548
IRQ,2018,1432.0,1364
IRQ,2019,798.0,642
ISL,1983,0.0,1
ISL,1986,0.0,1
ISL,2012,0.0,1
ISL,2014,0.0,1
ISR,1971,1.0,1
ISR,1972,26.0,15
ISR,1973,2.0,1
ISR,1974,78.0,12
ISR,1975,24.0,2
ISR,1976,1.0,2
ISR,1977,5.0,6
ISR,1978,52.0,23
ISR,1979,63.0,129
ISR,1980,14.0,77
ISR,1981,3.0,32
ISR,1982,0.0,54
ISR,1983,16.0,26
ISR,1984,7.0,20
ISR,1985,0.0,18
ISR,1986,8.0,47
ISR,1987,11.0,20
ISR,1988,12.0,32
ISR,1989,35.0,73
ISR,1990,45.0,81
ISR,1991,24.0,53
ISR,1992,28.0,58
ISR,1994,54.0,41
ISR,1995,17.0,12
ISR,1996,70.0,18
ISR,1997,31.0,12
ISR,1998,17.0,12
ISR,1999,6.0,8
ISR,2000,11.0,13
ISR,2001,135.0,70
ISR,2002,326.0,71
ISR,2003,150.0,34
ISR,2004,57.0,18
ISR,2005,41.0,28
ISR,2006,56.0,79
ISR,2007,10.0,49
ISR,2008,31.0,129
ISR,2009,1.0,36
ISR,2010,4.0,14
ISR,2011,21.0,51
ISR,2012,14.0,59
ISR,2013,2.0,37
ISR,2014,49.0,293
ISR,2015,20.0,58
ISR,2016,16.0,50
ISR,2017,4.0,34
ISR,2018,9.0,63
ISR,2019,9.0,65
ITA,1970,0.0,3
ITA,1971,0.0,3
ITA,1972,1.0,4
ITA,1973,62.0,15
ITA,1974,23.0,22
ITA,1975,0.0,7
ITA,1976,9.0,173
ITA,1977,25.0,308
ITA,1978,26.0,277
ITA,1979,24.0,209
ITA,1980,134.0,110
ITA,1981,24.0,69
ITA,1982,12.0,23
ITA,1983,2.0,7
ITA,1984,23.0,14
ITA,1985,19.0,11
ITA,1986,1.0,7
ITA,1987,3.0,14
ITA,1988,6.0,29
ITA,1989,0.0,15
ITA,1990,0.0,6
ITA,1991,0.0,31
ITA,1992,17.0,37
ITA,1994,2.0,18
ITA,1995,0.0,1
ITA,1996,0.0,8
ITA,1997,0.0,8
ITA,1998,0.0,6
ITA,1999,1.0,7
ITA,2000,0.0,8
ITA,2001,0.0,11
ITA,2002,1.0,7
ITA,2003,0.0,15
ITA,2004,1.0,3
ITA,2005,1.0,6
ITA,2006,0.0,4
ITA,2008,0.0,1
ITA,2009,0.0,4
ITA,2010,0.0,10
ITA,2011,2.0,5
ITA,2012,0.0,10
ITA,2013,0.0,7
ITA,2014,0.0,7
ITA,2015,0.0,5
ITA,2016,1.0,11
ITA,2017,0.0,10
ITA,2018,0.0,15
ITA,2019,0.0,8
JAM,1974,0.0,2
JAM,1976,0.0,1
JAM,1979,4.0,2
JAM,1980,11.0,6
JAM,1981,5.0,1
JAM,1986,3.0,1
JAM,1991,0.0,1
JAM,1992,5.0,6
JAM,1994,2.0,2
JAM,1995,1.0,1
JAM,1996,1.0,1
JAM,1997,10.0,8
JAM,2007,0.0,1
JAM,2014,0.0,1
JAM,2017,0.0,2
JOR,1970,1.0,9
JOR,1971,0.0,5
JOR,1972,2.0,7
JOR,1973,0.0,1
JOR,1976,9.0,1
JOR,1980,1.0,1
JOR,1981,0.0,2
JOR,1982,0.0,1
JOR,1983,0.0,7
JOR,1984,1.0,5
JOR,1988,0.0,1
JOR,1990,0.0,3
JOR,1991,1.0,11
JOR,1992,1.0,2
JOR,1994,0.0,6
JOR,1995,1.0,3
JOR,1996,0.0,2
JOR,1997,0.0,3
JOR,1998,0.0,1
JOR,1999,0.0,2
JOR,2000,0.0,2
JOR,2001,1.0,2
JOR,2002,3.0,2
JOR,2005,62.0,4
JOR,2006,1.0,1
JOR,2010,1.0,2
JOR,2012,1.0,2
JOR,2013,0.0,1
JOR,2014,1.0,3
JOR,2015,7.0,4
JOR,2016,35.0,11
JOR,2017,4.0,8
JOR,2018,3.0,2
JOR,2019,4.0,4
JPN,1970,0.0,2
JPN,1973,0.0,2
JPN,1974,0.0,3
JPN,1975,0.0,12
JPN,1976,2.0,1
JPN,1977,0.0,4
JPN,1978,4.0,35
JPN,1979,5.0,16
JPN,1981,0.0,1
JPN,1982,0.0,2
JPN,1983,2.0,12
JPN,1984,0.0,15
JPN,1985,2.0,10
JPN,1986,3.0,10
JPN,1987,1.0,10
JPN,1988,0.0,16
JPN,1989,2.0,13
JPN,1990,2.0,93
JPN,1991,1.0,19
