CountryCode,iyear,nkill,nattacks
JPN,1992,0.0,40
JPN,1994,8.0,9
JPN,1995,15.0,20
JPN,1996,0.0,8
JPN,1997,0.0,5
JPN,1998,0.0,1
JPN,1999,0.0,2
JPN,2000,0.0,13
JPN,2001,0.0,3
JPN,2002,0.0,2
JPN,2003,0.0,2
JPN,2008,0.0,3
JPN,2009,0.0,1
JPN,2013,0.0,1
JPN,2014,0.0,5
JPN,2015,0.0,10
JPN,2016,19.0,1
JPN,2018,0.0,1
JPN,2019,0.0,2
KAZ,1992,9.0,5
KAZ,1994,0.0,1
KAZ,1997,2.0,2
KAZ,2000,2.0,1
KAZ,2001,0.0,1
KAZ,2008,2.0,1
KAZ,2011,12.0,5
KAZ,2012,2.0,4
KAZ,2013,0.0,4
KAZ,2016,10.0,3
KAZ,2019,0.0,1
KEN,1975,27.0,4
KEN,1976,0.0,2
KEN,1978,4.0,1
KEN,1980,15.0,1
KEN,1989,4.0,4
KEN,1991,0.0,5
KEN,1992,155.0,30
KEN,1994,40.0,5
KEN,1995,2.0,4
KEN,1996,2.0,3
KEN,1997,36.0,17
KEN,1998,226.0,2
KEN,2000,26.0,4
KEN,2001,13.0,7
KEN,2002,16.0,2
KEN,2003,3.0,2
KEN,2005,56.0,2
KEN,2006,18.0,2
KEN,2007,33.0,12
KEN,2008,103.0,11
KEN,2009,0.0,1
KEN,2010,19.0,12
KEN,2011,42.0,42
KEN,2012,107.0,80
KEN,2013,207.0,80
KEN,2014,315.0,115
KEN,2015,268.0,70
KEN,2016,72.0,65
KEN,2017,126.0,97
KEN,2018,74.0,52
KEN,2019,82.0,49
KGZ,1996,0.0,5
KGZ,1999,1.0,3
KGZ,2000,2.0,4
KGZ,2001,0.0,1
KGZ,2002,2.0,2
KGZ,2003,1.0,1
KGZ,2005,0.0,2
KGZ,2006,1.0,3
KGZ,2007,0.0,1
KGZ,2010,0.0,1
KGZ,2011,0.0,1
KGZ,2014,1.0,2
KGZ,2015,1.0,3
KGZ,2016,1.0,4
KGZ,2017,1.0,3
KGZ,2018,0.0,1
KHM,1971,2.0,2
KHM,1972,1.0,2
KHM,1978,1.0,1
KHM,1989,11.0,2
KHM,1990,0.0,2
KHM,1991,16.0,3
KHM,1992,64.0,67
KHM,1994,225.0,39
KHM,1995,21.0,56
KHM,1996,44.0,33
KHM,1997,100.0,18
KHM,1998,35.0,7
KHM,1999,1.0,8
KHM,2000,12.0,4
KHM,2001,4.0,7
KHM,2002,4.0,3
KHM,2003,1.0,1
KHM,2008,1.0,2
KHM,2013,0.0,2
KHM,2018,0.0,1
KNA,1995,0.0,2
KOR,1974,1.0,1
KOR,1982,1.0,1
KOR,1983,1.0,1
KOR,1986,5.0,2
KOR,1988,0.0,8
KOR,1989,0.0,1
KOR,1990,0.0,3
KOR,1991,0.0,6
KOR,1992,1.0,3
KOR,1994,1.0,2
KOR,1995,0.0,4
KOR,1996,0.0,1
KOR,2001,0.0,1
KOR,2003,0.0,1
KOR,2006,0.0,1
KOR,2015,0.0,1
KOR,2016,0.0,1
KOR,2018,0.0,1
KOR,2019,0.0,1
KWT,1972,0.0,1
KWT,1974,0.0,1
KWT,1975,0.0,1
KWT,1976,0.0,1
KWT,1978,1.0,1
KWT,1980,0.0,4
KWT,1981,2.0,3
KWT,1982,0.0,1
KWT,1983,1.0,7
KWT,1984,4.0,1
KWT,1985,11.0,2
KWT,1986,0.0,1
KWT,1987,1.0,12
KWT,1988,2.0,4
KWT,1991,1.0,5
KWT,1992,2.0,15
KWT,1994,0.0,2
KWT,1997,0.0,2
KWT,2001,2.0,2
KWT,2002,4.0,1
KWT,2003,1.0,3
KWT,2005,2.0,2
KWT,2011,0.0,1
KWT,2015,28.0,1
KWT,2016,1.0,2
LAO,1989,2.0,1
LAO,1990,0.0,1
LAO,1992,3.0,4
LAO,1994,2.0,1
LAO,1996,5.0,1
LAO,2000,1.0,8
LAO,2001,0.0,1
LAO,2003,10.0,2
LAO,2012,0.0,1
LAO,2015,0.0,2
LAO,2016,3.0,4
LAO,2017,1.0,1
LBN,1970,0.0,1
LBN,1971,0.0,1
LBN,1972,0.0,3
LBN,1973,4.0,11
LBN,1974,0.0,11
LBN,1975,28.0,15
LBN,1976,4.0,4
LBN,1977,3.0,4
LBN,1978,107.0,12
LBN,1979,33.0,38
LBN,1980,90.0,86
LBN,1981,264.0,81
LBN,1982,234.0,120
LBN,1983,615.0,234
LBN,1984,61.0,166
LBN,1985,656.0,96
LBN,1986,247.0,106
LBN,1987,178.0,94
LBN,1988,176.0,125
LBN,1989,114.0,142
LBN,1990,113.0,84
LBN,1991,98.0,91
LBN,1992,79.0,91
LBN,1994,57.0,67
LBN,1995,35.0,38
LBN,1996,57.0,39
LBN,1997,36.0,46
LBN,1998,17.0,23
LBN,1999,23.0,42
LBN,2000,12.0,12
LBN,2001,0.0,5
LBN,2002,2.0,8
LBN,2003,3.0,5
LBN,2004,1.0,1
LBN,2005,32.0,17
LBN,2006,17.0,8
LBN,2007,40.0,18
LBN,2008,142.0,58
LBN,2009,17.0,14
LBN,2010,2.0,5
LBN,2011,1.0,10
LBN,2012,9.0,15
LBN,2013,190.0,121
LBN,2014,135.0,205
LBN,2015,111.0,44
LBN,2016,25.0,41
LBN,2017,17.0,23
LBN,2018,2.0,8
LBN,2019,8.0,7
LBR,1990,2.0,4
LBR,1991,0.0,1
LBR,1992,37.0,10
LBR,1994,110.0,3
LBR,1996,10.0,1
LBR,1999,0.0,2
LBR,2000,0.0,1
LBR,2001,1.0,3
LBR,2002,3.0,3
LBR,2003,2.0,2
LBR,2008,12.0,1
LBR,2012,0.0,1
LBR,2014,0.0,1
LBR,2017,0.0,1
LBR,2019,0.0,1
LBY,1979,0.0,3
LBY,1980,0.0,2
LBY,1984,15.0,3
LBY,1992,0.0,1
LBY,1995,0.0,1
LBY,1996,12.0,4
LBY,2007,0.0,1
LBY,2008,0.0,1
LBY,2011,0.0,2
LBY,2012,33.0,57
LBY,2013,232.0,291
LBY,2014,694.0,729
LBY,2015,689.0,543
LBY,2016,634.0,422
LBY,2017,290.0,191
LBY,2018,244.0,167
LBY,2019,90.0,70
LCA,2000,2.0,1
LKA,1975,1.0,1
LKA,1979,2.0,3
LKA,1981,3.0,2
LKA,1982,7.0,2
LKA,1983,6.0,7
LKA,1984,485.0,81
LKA,1985,611.0,110
LKA,1986,690.0,142
LKA,1987,1274.0,115
LKA,1988,885.0,350
LKA,1989,1822.0,510
LKA,1990,1393.0,140
LKA,1991,1034.0,115
LKA,1992,984.0,103
LKA,1994,186.0,35
LKA,1995,1020.0,126
LKA,1996,827.0,176
LKA,1997,468.0,63
LKA,1998,680.0,35
LKA,1999,212.0,46
LKA,2000,432.0,67
LKA,2001,195.0,36
LKA,2002,3.0,3
LKA,2003,23.0,9
LKA,2004,30.0,33
LKA,2005,125.0,133
LKA,2006,948.0,216
LKA,2007,410.0,132
LKA,2008,353.0,100
LKA,2009,201.0,37
LKA,2010,2.0,3
LKA,2012,0.0,4
LKA,2013,0.0,14
LKA,2014,3.0,16
LKA,2015,3.0,11
LKA,2016,0.0,1
LKA,2017,1.0,41
LKA,2018,3.0,7
LKA,2019,266.0,15
LSO,1979,0.0,2
LSO,1981,10.0,5
LSO,1982,0.0,2
LSO,1983,30.0,12
LSO,1984,1.0,1
LSO,1988,4.0,1
LSO,1994,0.0,3
LSO,2006,0.0,1
LSO,2009,0.0,1
LSO,2015,1.0,1
LTU,1991,0.0,1
LTU,1992,0.0,1
LTU,1995,0.0,2
LTU,1996,0.0,3
LTU,1997,1.0,1
LTU,2018,0.0,1
LTU,2019,0.0,1
LUX,1983,0.0,2
LUX,1985,0.0,10
LUX,1986,0.0,1
LUX,1994,0.0,3
LVA,1992,0.0,2
LVA,1994,1.0,2
LVA,1995,0.0,1
LVA,1997,0.0,2
LVA,1998,0.0,4
LVA,1999,0.0,1
LVA,2000,1.0,3
LVA,2007,0.0,1
LVA,2017,0.0,1
MAC,1995,0.0,1
MAC,1996,0.0,10
MAC,1997,1.0,16
MAC,1998,0.0,6
MAR,1973,0.0,2
MAR,1976,0.0,1
MAR,1978,10.0,1
MAR,1979,0.0,2
MAR,1985,0.0,2
MAR,1986,2.0,2
MAR,1987,200.0,4
MAR,1991,3.0,3
MAR,1992,2.0,1
MAR,1994,0.0,2
MAR,1995,0.0,1
MAR,1996,0.0,2
MAR,2003,45.0,5
MAR,2007,13.0,6
MAR,2011,17.0,1
MAR,2015,0.0,1
MAR,2018,2.0,1
MDA,1991,0.0,1
MDA,1992,10.0,11
MDA,1994,1.0,1
MDA,1996,0.0,2
MDA,1997,0.0,1
MDA,2000,0.0,1
MDA,2006,2.0,1
MDA,2009,0.0,1
MDA,2012,0.0,1
MDA,2016,0.0,1
MDG,1991,4.0,1
MDG,1992,16.0,7
MDG,1995,4.0,3
MDG,1996,1.0,2
MDG,1997,0.0,1
MDG,2002,0.0,5
MDG,2006,0.0,1
MDG,2009,2.0,1
MDG,2011,0.0,1
MDG,2012,0.0,1
MDG,2013,0.0,2
MDG,2014,1.0,1
MDG,2016,3.0,1
MDV,1988,19.0,1
MDV,2006,0.0,1
MDV,2007,0.0,1
MDV,2008,0.0,1
MDV,2012,1.0,2
MDV,2013,0.0,3
MDV,2014,1.0,10
MDV,2015,0.0,2
MDV,2016,0.0,1
MDV,2017,1.0,2
MDV,2018,0.0,2
MDV,2019,0.0,1
MEX,1970,0.0,2
MEX,1972,0.0,1
MEX,1973,1.0,6
MEX,1974,2.0,16
MEX,1975,32.0,10
MEX,1976,26.0,20
MEX,1977,11.0,19
MEX,1978,7.0,30
MEX,1979,5.0,10
MEX,1980,3.0,5
MEX,1981,0.0,3
MEX,1982,1.0,3
MEX,1983,0.0,2
MEX,1984,13.0,4
MEX,1985,0.0,1
MEX,1986,0.0,2
MEX,1987,0.0,1
MEX,1988,2.0,3
MEX,1989,0.0,1
MEX,1990,3.0,5
MEX,1991,13.0,10
MEX,1992,6.0,6
MEX,1994,88.0,42
MEX,1995,61.0,29
MEX,1996,96.0,75
MEX,1997,229.0,95
MEX,1998,3.0,2
MEX,1999,0.0,1
MEX,2000,5.0,4
MEX,2001,13.0,7
MEX,2003,2.0,1
MEX,2004,0.0,1
MEX,2005,2.0,1
MEX,2006,7.0,7
MEX,2007,25.0,10
MEX,2008,21.0,8
MEX,2009,2.0,1
MEX,2010,0.0,5
MEX,2011,0.0,2
MEX,2012,17.0,16
MEX,2013,47.0,8
MEX,2014,1.0,5
MEX,2015,9.0,19
MEX,2016,4.0,5
MEX,2017,23.0,20
MEX,2018,23.0,27
MEX,2019,24.0,31
MKD,1994,0.0,1
MKD,1995,1.0,1
MKD,1997,0.0,2
MKD,1998,0.0,5
MKD,1999,0.0,3
MKD,2000,3.0,3
MKD,2001,35.0,67
MKD,2002,3.0,8
MKD,2003,0.0,5
MKD,2006,0.0,3
MKD,2007,0.0,1
MKD,2008,2.0,9
MKD,2009,0.0,1
MKD,2012,5.0,1
MKD,2014,0.0,3
MKD,2015,0.0,4
MKD,2017,0.0,1
MLI,1990,14.0,1
MLI,1991,43.0,12
MLI,1992,5.0,3
MLI,1994,131.0,13
MLI,1995,2.0,1
MLI,1997,0.0,3
MLI,2005,0.0,1
MLI,2007,20.0,5
MLI,2008,55.0,9
MLI,2009,30.0,6
MLI,2010,1.0,1
MLI,2011,5.0,4
MLI,2012,53.0,19
MLI,2013,137.0,58
MLI,2014,125.0,69
MLI,2015,269.0,121
MLI,2016,181.0,100
MLI,2017,363.0,142
MLI,2018,584.0,164
MLI,2019,826.0,137
MLT,1977,1.0,1
MLT,1984,0.0,7
MLT,1985,0.0,1
MLT,1986,1.0,1
MLT,1987,0.0,4
MLT,1992,1.0,1
MLT,1995,1.0,2
MLT,1997,0.0,1
MLT,2014,0.0,1
MLT,2015,0.0,1
MLT,2017,1.0,3
MMR,1973,0.0,1
MMR,1976,0.0,2
MMR,1979,86.0,19
MMR,1980,6.0,1
MMR,1982,3.0,2
MMR,1983,21.0,4
MMR,1987,0.0,1
MMR,1988,93.0,23
MMR,1989,80.0,24
MMR,1990,71.0,9
MMR,1991,90.0,22
MMR,1992,139.0,12
MMR,1994,18.0,8
MMR,1995,30.0,12
MMR,1996,86.0,13
MMR,1997,16.0,35
MMR,1999,10.0,4
MMR,2001,8.0,3
MMR,2002,5.0,4
MMR,2003,18.0,9
MMR,2004,1.0,2
MMR,2005,21.0,8
MMR,2006,0.0,2
MMR,2007,10.0,3
MMR,2008,14.0,20
MMR,2009,46.0,14
MMR,2010,13.0,11
MMR,2011,0.0,2
MMR,2012,16.0,17
MMR,2013,11.0,18
MMR,2014,17.0,16
MMR,2015,60.0,37
MMR,2016,73.0,74
MMR,2017,218.0,116
MMR,2018,37.0,40
MMR,2019,84.0,90
MNE,2001,1.0,1
MNE,2007,0.0,1
MNE,2013,0.0,2
MNE,2015,0.0,1
MNE,2018,1.0,3
MOZ,1978,2.0,2
MOZ,1979,34.0,5
MOZ,1981,6.0,3
MOZ,1982,18.0,9
MOZ,1983,5.0,4
MOZ,1984,56.0,10
MOZ,1985,8.0,5
MOZ,1986,470.0,7
MOZ,1987,468.0,11
MOZ,1988,145.0,16
MOZ,1989,710.0,64
MOZ,1990,185.0,23
MOZ,1991,271.0,35
MOZ,1992,155.0,19
MOZ,1994,0.0,3
MOZ,1995,15.0,3
MOZ,1999,0.0,1
MOZ,2000,1.0,3
MOZ,2007,6.0,1
MOZ,2012,1.0,1
MOZ,2013,37.0,18
MOZ,2014,22.0,22
MOZ,2015,12.0,8
MOZ,2016,62.0,79
MOZ,2017,24.0,15
MOZ,2018,138.0,65
MOZ,2019,333.0,133
MRT,1977,4.0,4
MRT,1996,0.0,1
MRT,2004,0.0,1
MRT,2005,23.0,1
MRT,2008,12.0,2
MRT,2009,2.0,5
MRT,2010,1.0,1
MRT,2011,1.0,3
MRT,2018,0.0,1
MTQ,1981,0.0,1
MTQ,1983,0.0,5
MTQ,1984,0.0,2
MTQ,1987,0.0,1
MTQ,1988,0.0,1
MTQ,1991,0.0,1
MTQ,1992,0.0,1
MUS,1988,0.0,1
MUS,1989,0.0,1
MWI,1992,32.0,3
MWI,2002,1.0,1
MWI,2017,0.0,1
MWI,2018,0.0,2
MWI,2019,0.0,5
MYS,1973,0.0,1
MYS,1975,0.0,3
MYS,1977,100.0,2
MYS,1979,5.0,1
MYS,1983,0.0,1
MYS,1986,20.0,15
MYS,1988,9.0,4
MYS,1989,0.0,2
MYS,1990,0.0,3
MYS,1991,0.0,3
MYS,1992,0.0,2
MYS,2000,2.0,3
MYS,2001,0.0,1
MYS,2008,0.0,2
MYS,2009,0.0,1
MYS,2012,2.0,2
MYS,2013,2.0,13
MYS,2014,1.0,12
MYS,2015,1.0,5
MYS,2016,6.0,19
MYS,2017,4.0,4
MYS,2018,3.0,7
MYS,2019,0.0,2
NAM,1975,1.0,1
NAM,1976,3.0,2
NAM,1978,2.0,8
NAM,1979,32.0,31
NAM,1980,2.0,2
NAM,1982,2.0,2
NAM,1983,4.0,5
NAM,1984,26.0,24
NAM,1985,74.0,8
NAM,1986,5.0,1
NAM,1987,2.0,7
NAM,1988,25.0,17
NAM,1989,1.0,11
NAM,1990,0.0,2
NAM,1991,3.0,1
NAM,1994,0.0,1
NAM,1999,13.0,1
NAM,2000,24.0,21
NAM,2001,1.0,6
NCL,1984,11.0,10
NCL,1985,0.0,7
NCL,1986,0.0,2
NCL,1988,22.0,9
NCL,1989,2.0,1
NCL,1992,0.0,2
NCL,2017,0.0,1
NCL,2018,0.0,18
NCL,2019,0.0,1
NER,1985,3.0,1
NER,1989,171.0,1
NER,1991,8.0,6
NER,1992,34.0,16
NER,1994,53.0,8
NER,1995,22.0,2
NER,1996,2.0,1
NER,1997,32.0,3
NER,1999,4.0,2
NER,2007,66.0,7
NER,2008,6.0,9
NER,2009,18.0,4
NER,2010,9.0,3
NER,2011,4.0,2
NER,2012,1.0,1
NER,2013,26.0,4
NER,2014,11.0,5
NER,2015,666.0,41
NER,2016,190.0,25
NER,2017,148.0,13
NER,2018,75.0,19
NER,2019,364.0,49
NGA,1976,3.0,1
NGA,1980,0.0,1
NGA,1983,1.0,3
NGA,1988,4.0,2
NGA,1991,10.0,3
NGA,1992,135.0,11
NGA,1994,15.0,8
NGA,1995,1.0,1
NGA,1996,24.0,11
NGA,1997,107.0,20
NGA,1998,9.0,2
NGA,1999,134.0,18
NGA,2000,0.0,6
NGA,2001,3.0,5
NGA,2002,28.0,6
NGA,2003,28.0,9
NGA,2004,41.0,6
NGA,2005,19.0,9
NGA,2006,254.0,37
NGA,2007,82.0,61
NGA,2008,72.0,76
NGA,2009,316.0,42
NGA,2010,117.0,63
NGA,2011,447.0,175
NGA,2012,1506.0,615
NGA,2013,2015.0,347
NGA,2014,7781.0,713
NGA,2015,5567.0,641
NGA,2016,2174.0,535
NGA,2017,1809.0,488
NGA,2018,2577.0,648
NGA,2019,1718.0,507
NIC,1970,0.0,1
NIC,1974,0.0,1
NIC,1975,11.0,1
NIC,1977,26.0,5
NIC,1978,93.0,76
NIC,1979,187.0,206
NIC,1980,37.0,35
NIC,1981,172.0,47
NIC,1982,254.0,63
NIC,1983,3277.0,299
NIC,1984,3617.0,302
NIC,1985,1575.0,258
NIC,1986,395.0,171
NIC,1987,549.0,223
NIC,1988,208.0,62
NIC,1989,48.0,21
NIC,1990,23.0,15
NIC,1991,54.0,80
NIC,1992,22.0,30
NIC,1994,12.0,19
NIC,1995,6.0,18
NIC,1996,18.0,26
NIC,1997,7.0,7
NIC,1999,0.0,1
NIC,2000,2.0,1
NIC,2014,5.0,2
NIC,2018,9.0,7
NIC,2019,0.0,3
NLD,1970,1.0,3
NLD,1971,0.0,1
NLD,1972,0.0,1
NLD,1973,1.0,1
NLD,1974,1.0,2
NLD,1975,4.0,4
NLD,1976,0.0,3
NLD,1977,9.0,6
NLD,1978,1.0,3
NLD,1979,3.0,3
NLD,1980,0.0,1
NLD,1981,0.0,1
NLD,1982,0.0,2
NLD,1983,0.0,2
NLD,1984,0.0,1
NLD,1985,0.0,4
NLD,1986,0.0,14
NLD,1987,0.0,1
NLD,1988,4.0,4
NLD,1989,0.0,5
NLD,1990,2.0,6
NLD,1991,0.0,8
NLD,1992,0.0,12
NLD,1994,0.0,3
NLD,1995,1.0,7
NLD,1996,0.0,6
NLD,1997,0.0,1
NLD,1999,0.0,1
NLD,2000,0.0,1
NLD,2001,0.0,1
NLD,2002,1.0,2
NLD,2003,0.0,3
NLD,2004,1.0,1
NLD,2008,0.0,1
NLD,2009,7.0,1
NLD,2010,0.0,1
NLD,2011,0.0,2
NLD,2014,0.0,1
NLD,2015,0.0,3
NLD,2016,0.0,6
NLD,2017,0.0,1
NLD,2018,1.0,6
NLD,2019,4.0,4
NOR,1979,0.0,1
NOR,1981,0.0,1
NOR,1987,1.0,2
NOR,1991,0.0,2
NOR,1992,0.0,2
NOR,1994,0.0,2
NOR,1996,0.0,1
NOR,2001,1.0,1
NOR,2003,0.0,1
NOR,2006,0.0,1
NOR,2010,0.0,1
NOR,2011,77.0,3
NOR,2017,0.0,1
NOR,2019,1.0,3
NPL,1985,6.0,9
NPL,1991,0.0,1
NPL,1992,9.0,8
NPL,1994,4.0,3
NPL,1996,6.0,5
NPL,1997,15.0,9
NPL,1999,23.0,8
NPL,2000,91.0,23
NPL,2001,172.0,33
NPL,2002,486.0,58
NPL,2003,22.0,15
NPL,2004,630.0,62
NPL,2005,211.0,70
NPL,2006,133.0,83
NPL,2007,44.0,90
NPL,2008,50.0,120
NPL,2009,20.0,39
NPL,2010,10.0,38
NPL,2011,16.0,46
NPL,2012,9.0,46
NPL,2013,3.0,104
NPL,2014,0.0,7
NPL,2015,0.0,48
NPL,2016,5.0,43
NPL,2017,4.0,247
NPL,2018,0.0,99
NPL,2019,7.0,200
NZL,1973,0.0,1
NZL,1981,0.0,2
NZL,1984,1.0,1
NZL,1991,0.0,1
NZL,1994,0.0,1
NZL,1996,0.0,2
NZL,1997,0.0,1
NZL,2001,0.0,1
NZL,2003,0.0,3
NZL,2008,0.0,5
NZL,2014,0.0,1
NZL,2016,0.0,1
NZL,2019,51.0,2
PAK,1970,4.0,1
PAK,1974,0.0,2
PAK,1975,1.0,2
PAK,1976,1.0,3
PAK,1978,5.0,2
PAK,1979,6.0,7
PAK,1980,17.0,1
PAK,1981,4.0,4
PAK,1982,3.0,4
PAK,1983,10.0,9
PAK,1984,12.0,3
PAK,1985,0.0,2
PAK,1986,60.0,24
PAK,1987,183.0,60
PAK,1988,136.0,44
PAK,1989,56.0,45
PAK,1990,188.0,87
PAK,1991,231.0,150
PAK,1992,152.0,85
PAK,1994,354.0,154
PAK,1995,712.0,666
PAK,1996,423.0,180
PAK,1997,443.0,206
PAK,1998,151.0,37
PAK,1999,127.0,39
PAK,2000,118.0,49
PAK,2001,109.0,53
PAK,2002,105.0,46
PAK,2003,119.0,29
PAK,2004,304.0,67
PAK,2005,152.0,77
PAK,2006,315.0,164
PAK,2007,1406.0,260
PAK,2008,1184.0,568
PAK,2009,1487.0,667
PAK,2010,1701.0,713
PAK,2011,1676.0,1012
PAK,2012,2784.0,1654
PAK,2013,2875.0,2215
PAK,2014,2411.0,2149
PAK,2015,1608.0,1243
PAK,2016,1113.0,864
PAK,2017,1076.0,719
PAK,2018,697.0,480
PAK,2019,416.0,362
PAN,1972,0.0,1
PAN,1976,0.0,2
PAN,1979,1.0,4
PAN,1980,0.0,4
PAN,1981,1.0,4
PAN,1983,0.0,9
PAN,1984,0.0,2
PAN,1986,0.0,5
PAN,1987,1.0,4
PAN,1988,0.0,1
PAN,1989,0.0,2
PAN,1990,2.0,15
PAN,1991,2.0,16
PAN,1992,3.0,37
PAN,1994,21.0,3
PAN,1995,3.0,6
PAN,1996,0.0,2
PAN,1997,3.0,6
PAN,1999,0.0,1
PAN,2000,0.0,1
PAN,2009,1.0,1
PAN,2016,0.0,1
PER,1973,0.0,3
PER,1974,0.0,3
PER,1975,0.0,2
PER,1977,0.0,4
PER,1978,0.0,4
PER,1979,5.0,3
PER,1980,2.0,64
PER,1981,10.0,149
PER,1982,243.0,350
PER,1983,1818.0,536
PER,1984,2467.0,592
PER,1985,729.0,352
PER,1986,513.0,568
PER,1987,773.0,627
PER,1988,855.0,355
PER,1989,1502.0,630
PER,1990,1146.0,495
PER,1991,1412.0,658
PER,1992,818.0,383
PER,1994,81.0,91
PER,1995,103.0,44
PER,1996,74.0,42
PER,1997,47.0,58
PER,1998,7.0,5
PER,1999,28.0,5
PER,2000,4.0,3
PER,2001,16.0,3
PER,2002,9.0,2
PER,2003,7.0,1
PER,2004,6.0,3
PER,2005,7.0,2
PER,2006,7.0,1
PER,2007,18.0,4
PER,2008,0.0,1
PER,2009,19.0,4
PER,2012,12.0,9
PER,2013,6.0,13
PER,2014,4.0,12
PER,2015,6.0,10
PER,2016,11.0,4
PER,2017,8.0,8
PER,2018,4.0,5
PER,2019,1.0,1
PHL,1970,41.0,10
PHL,1971,0.0,4
PHL,1972,2.0,7
PHL,1974,3.0,1
PHL,1975,1.0,4
PHL,1976,47.0,10
PHL,1977,0.0,2
PHL,1978,128.0,36
PHL,1979,107.0,50
PHL,1980,163.0,60
PHL,1981,176.0,31
PHL,1982,139.0,38
PHL,1983,101.0,16
PHL,1984,262.0,43
PHL,1985,452.0,124
PHL,1986,322.0,80
PHL,1987,404.0,160
PHL,1988,550.0,210
PHL,1989,393.0,156
PHL,1990,457.0,320
PHL,1991,432.0,162
PHL,1992,395.0,162
PHL,1994,126.0,72
PHL,1995,201.0,63
PHL,1996,95.0,61
PHL,1997,98.0,57
PHL,1998,6.0,18
PHL,1999,45.0,31
PHL,2000,290.0,132
PHL,2001,154.0,50
PHL,2002,125.0,48
PHL,2003,288.0,107
PHL,2004,203.0,31
PHL,2005,49.0,25
PHL,2006,60.0,58
PHL,2007,115.0,65
PHL,2008,220.0,276
PHL,2009,151.0,229
PHL,2010,155.0,205
PHL,2011,127.0,151
PHL,2012,212.0,249
PHL,2013,432.0,651
PHL,2014,472.0,597
PHL,2015,447.0,721
PHL,2016,415.0,632
PHL,2017,500.0,695
PHL,2018,440.0,600
PHL,2019,398.0,466
PNG,1989,13.0,24
PNG,1990,12.0,18
PNG,1991,3.0,2
PNG,1992,7.0,10
PNG,1994,17.0,3
PNG,1995,6.0,10
PNG,1996,21.0,10
PNG,1997,0.0,2
PNG,2002,0.0,1
PNG,2007,0.0,1
PNG,2017,0.0,8
POL,1971,0.0,1
POL,1979,0.0,1
POL,1981,0.0,1
POL,1990,1.0,7
POL,1992,4.0,5
POL,1994,0.0,4
POL,1995,0.0,4
POL,1996,1.0,6
POL,1997,2.0,3
POL,1998,0.0,2
POL,2001,0.0,1
POL,2010,1.0,1
POL,2016,0.0,2
POL,2017,0.0,1
POL,2018,0.0,1
PRK,1994,3.0,1
PRT,1972,0.0,1
PRT,1973,0.0,1
PRT,1975,0.0,4
PRT,1976,3.0,15
PRT,1977,0.0,15
PRT,1978,0.0,4
PRT,1979,3.0,15
PRT,1980,3.0,8
PRT,1981,2.0,10
PRT,1982,3.0,3
PRT,1983,8.0,9
PRT,1984,3.0,14
PRT,1985,1.0,20
PRT,1986,1.0,11
PRT,1988,2.0,2
PRT,1989,1.0,1
PRT,1992,0.0,1
PRT,1994,2.0,1
PRT,1995,0.0,3
PRT,2011,0.0,2
PRY,1970,1.0,1
PRY,1976,1.0,1
